,date,aave,aave_priceChange,bal,bal_priceChange,link,link_priceChange,crv,crv_priceChange,dai,dai_priceChange,gno,gno_priceChange,rai,rai_priceChange,grt,grt_priceChange,uni,uni_priceChange,yfi,yfi_priceChange
82,2022-01-11,209.12843,0.9968234207453891,17.229446,0.9958954263462518,26.419464,0.946877109415841,4.5109735,0.9971271913827899,0.9784986,0.9771816522872125,402.29312,0.8468823921908487,2.996626,0.9756415994132267,1.1216935,1.000179136268933,15.635462,1.0316169542275813,32080.734,0.9827285427985489
81,2022-01-12,212.90945,1.018079894732629,17.44754,1.012658213154387,26.092815,0.987636047423218,4.7705145,1.0575354743272156,0.97360927,0.9950032325033474,396.87283,0.9865265157902776,2.984566,0.9959754737494769,1.1460015,1.0216708040119693,15.850667,1.0137639041302393,32875.727,1.0247810103098014
80,2022-01-13,216.15115,1.0152257215450042,17.826296,1.0217082752067053,25.683657,0.9843191315310363,5.1705093,1.0838473082934765,1.031375,1.0593315324534656,414.93866,1.045520450467723,3.1561396,1.0574869512016152,1.1782745,1.0281613942041088,15.966301,1.007295213507419,32419.303,0.9861166872446654
79,2022-01-14,221.88542,1.0265289821497596,17.107277,0.9596652608034782,25.48409,0.9922298059034194,5.282591,1.0216771102220046,0.98723686,0.9572045667191856,394.11713,0.9498202216202268,3.0213623,0.9572967875058505,1.1414793,0.9687719627302468,15.707165,0.9837698161897361,31885.562,0.9835363209381769
78,2022-01-15,239.77135,1.080608856589135,17.56183,1.0265707394578343,25.266235,0.9914513329689231,5.285754,1.0005987592073662,0.99695414,1.0098429063922918,398.5527,1.0112544461084452,3.0568373,1.0117413922851954,4.8842993,4.2789206076711155,16.453625,1.0475235346416747,33408.113,1.0477504834319682
77,2022-01-16,243.56833,1.015835836933812,17.438063,0.9929524998249043,25.703863,1.0173206653068807,5.1578035,0.9757933305257869,1.0011292,1.004187815499718,392.21484,0.9840978119079358,3.055692,0.9996253317113083,4.896282,1.0024533099353679,17.850012,1.0848680457953794,33770.26,1.0108400914472484
76,2022-01-17,232.01122,0.9525508509254877,16.41398,0.9412731219057988,24.350178,0.9473353479980811,4.866069,0.9434382290833686,1.0219392,1.0207865278527486,371.36618,0.9468437757225097,3.1231666,1.0220816103193646,4.8841786,0.9975280427066905,17.006878,0.9527656339950921,32299.27,0.9564412592618475
75,2022-01-18,232.22127,1.0009053441467184,15.842843,0.9652042344391794,22.938389,0.9420214094533519,4.561453,0.937399983436322,0.9969719,0.9755687031087563,337.65836,0.9092329301499669,3.0450573,0.9749903511391291,4.791133,0.9809495909916153,15.9832735,0.9398123218147386,32556.85,1.0079747932383611
74,2022-01-19,214.9526,0.9256370012962205,15.662153,0.9885948500531123,22.052422,0.9613762326552227,4.2972035,0.9420690073974236,1.0128274,1.0159036578663851,334.24493,0.9898908766837581,3.0923245,1.0155225978834619,4.8021336,1.0022960331094963,15.528184,0.9715271405447702,32809.016,1.0077454053448047
73,2022-01-20,204.22293,0.9500835533043099,15.100395,0.9641327728058844,20.700262,0.9386842860162933,4.0893683,0.9516347782924407,1.0241165,1.0111461242063555,344.81415,1.031621182705748,3.122449,1.0097417007820493,4.7289715,0.9847646679384346,14.87787,0.9581204086710977,32124.916,0.9791490241584813
72,2022-01-21,190.27788,0.9317165315373744,14.169124,0.9383280371142608,19.580803,0.9459205395564559,3.693001,0.9030737094528756,1.1133552,1.087137254404162,313.63193,0.9095680383186131,3.3836226,1.0836438321330468,4.610959,0.9750447851081361,14.213088,0.95531739422377,28778.404,0.8958281478463632
71,2022-01-22,153.44211,0.8064106558261003,12.254544,0.8648766148140139,16.642902,0.8499601369770178,3.016357,0.8167766540003645,1.0331991,0.9280049170291745,254.01181,0.8099041765294751,3.1496143,0.9308408981545402,4.1353517,0.896852845579412,11.703992,0.8234658084154547,23735.59,0.8247708941746735
70,2022-01-23,153.18686,0.9983365061911621,11.631003,0.9491175681445185,15.990211,0.960782620723237,2.9059038,0.9633819206413564,0.972739,0.9414826242105708,262.41296,1.0330738558967003,2.9808383,0.9464137561224559,3.9848876,0.9636151624056546,11.14481,0.9522229680266358,24142.102,1.0171266861282993
69,2022-01-24,151.38612,0.9882448142092606,11.720072,1.0076578950241866,15.524259,0.9708601718889138,2.798135,0.96291384456705,0.99261725,1.0204353377421898,262.26334,0.9994298299901042,3.0337636,1.0177551731001309,4.112427,1.032005771003428,10.60946,0.9519641878147767,23817.795,0.9865667455137087
68,2022-01-25,151.65675,1.0017876804029324,12.031353,1.0265596491216094,15.505393,0.998784740708075,3.0239267,1.0806936405856045,0.99914974,1.006581076442103,263.90903,1.0062749524962198,3.0573912,1.0077882139531242,4.165392,1.012879255972203,10.547521,0.9941619083346371,24498.244,1.0285689334382129
67,2022-01-26,149.27142,0.9842715210500028,11.957042,0.9938235541754946,15.391093,0.9926283713028106,2.9284136,0.9684142145376737,0.9968516,0.9976999043206476,270.75156,1.0259276084641742,3.0634232,1.0019729238443547,4.189736,1.0058443479029104,10.72642,1.0169612366735272,24582.588,1.0034428590065476
66,2022-01-27,143.28923,0.9599240765579908,11.396285,0.9531023642803965,15.001476,0.9746855535211177,2.7634397,0.9436644127045443,0.9995577,1.0027146467939663,257.41873,0.950756220942919,3.0278008,0.9883717013046059,4.176315,0.9967966955435855,10.207951,0.9516643017894134,23692.037,0.96377309825963
